transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_ac46c589,CUST_69354,5753612665208104,2024-09-30 12:22:58.002669+00:00,Grocery,online,FreshDirect,409.96,USD,USA,Los Angeles,large,Premium Debit,False,Chrome,web,7a2df8666781b3a76734c2ceec78b23f,233.144.78.126,0,False,12,False,"{'num_transactions': 98, 'total_amount': 908758.601860367, 'unique_merchants': 64, 'unique_countries': 11, 'max_single_amount': 200852.62216804936}",False
TX_5fd0c644,CUST_20285,6902657213735221,2024-10-01 13:34:56.374567+00:00,Retail,physical,Best Buy,3124.54,BRL,Brazil,Unknown City,medium,Platinum Credit,False,iOS App,mobile,672e2fc5e48875a28e1a2bcd0745dad6,10.176.106.28,1,False,13,False,"{'num_transactions': 554, 'total_amount': 189081550.64637846, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 2878543.330721772}",False
TX_e00a87d2,CUST_51993,5974372395213691,2024-10-06 16:22:24.902905+00:00,Restaurant,casual,Red Lobster,760.45,EUR,Germany,Unknown City,medium,Platinum Credit,False,Firefox,web,9ebf57864aa99469bad64ff6343ec1e5,157.251.182.184,0,False,16,True,"{'num_transactions': 854, 'total_amount': 18653790.75717556, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1294619.9531307109}",False
TX_d8134228,CUST_78410,5291856281749087,2024-10-29 17:34:27.400816+00:00,Education,online,Udemy,289.66,EUR,Germany,Unknown City,medium,Basic Debit,False,Android App,mobile,38e3cf71917452e3202b91905ec43644,36.77.10.149,1,False,17,False,"{'num_transactions': 38, 'total_amount': 1258245.193419382, 'unique_merchants': 30, 'unique_countries': 12, 'max_single_amount': 200476.80454209258}",False
TX_aaadc015,CUST_96891,378712632162602,2024-10-22 07:39:35.438064+00:00,Education,online,Coursera,186574.38,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Edge,web,f5e1b5231160e76c85b5444dcee1c5d4,230.143.157.10,1,False,7,False,"{'num_transactions': 333, 'total_amount': 19445531.42782177, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 1672813.7489617225}",False
TX_b20122eb,CUST_56542,370913105593111,2024-10-09 23:20:10.081551+00:00,Gas,local,Local Gas Station,121515.8,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,f38938c3d5915df4fe270ab1ee6655a0,75.234.207.66,0,False,23,False,"{'num_transactions': 790, 'total_amount': 102617905.33541863, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2788861.872166803}",False
TX_07cff660,CUST_40964,5117153802358701,2024-10-09 01:11:41.986097+00:00,Grocery,online,Instacart,2960.63,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Edge,web,73b99f14683c388e166c5176eddfada1,51.202.202.112,1,False,1,False,"{'num_transactions': 714, 'total_amount': 47386140.12090081, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1194834.711327025}",False
TX_f1229cef,CUST_30529,5769042418321511,2024-10-26 03:39:59.937063+00:00,Grocery,physical,Whole Foods,865.05,AUD,Australia,Unknown City,medium,Platinum Credit,False,iOS App,mobile,1609b9ed80e9512cbe5b28f95315fe5d,143.17.138.103,0,False,3,True,"{'num_transactions': 22, 'total_amount': 256323.14878792164, 'unique_merchants': 19, 'unique_countries': 6, 'max_single_amount': 163404.0241192397}",False
TX_61e29082,CUST_46086,5165335711562090,2024-10-04 09:04:07.172314+00:00,Grocery,physical,Whole Foods,102.4,GBP,UK,Unknown City,medium,Basic Credit,False,Chrome,web,443da6bf93d67fc0df87cafe8e72e680,166.45.79.36,0,False,9,False,"{'num_transactions': 537, 'total_amount': 16126276.220706055, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1965887.3537416446}",False
TX_45dca650,CUST_63556,4309049560562446,2024-10-14 15:24:56.583651+00:00,Restaurant,casual,TGI Fridays,2319.09,MXN,Mexico,Unknown City,medium,Basic Debit,False,Firefox,web,b20a066ccd6227276f519f832200460d,236.162.105.135,0,False,15,False,"{'num_transactions': 224, 'total_amount': 7786358.954603919, 'unique_merchants': 89, 'unique_countries': 12, 'max_single_amount': 1774062.5919005529}",False
TX_dc91f876,CUST_62329,6470212163431124,2024-10-19 02:57:53.054709+00:00,Restaurant,premium,Capital Grille,22287.09,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,dc139f6e93c342ce61b73b8c14cf3185,161.86.251.18,1,False,2,True,"{'num_transactions': 507, 'total_amount': 12310115.87005221, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1390465.458946078}",True
TX_94f39547,CUST_30959,370347964142225,2024-10-12 21:03:36.236091+00:00,Restaurant,fast_food,Wendy's,117.59,AUD,Australia,Unknown City,medium,Gold Credit,False,iOS App,mobile,322e7fea8ec939dc59deb7ddeb0c3c4b,165.56.46.28,1,False,21,True,"{'num_transactions': 882, 'total_amount': 25430389.176527947, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1803840.4321897465}",False
TX_33ddd635,CUST_30205,6092705338783400,2024-10-08 20:46:40.037908+00:00,Education,supplies,Barnes & Noble,1285.67,EUR,France,Unknown City,medium,Platinum Credit,False,Android App,mobile,55686b96a087987816509ed811134de7,159.136.237.226,0,False,20,False,"{'num_transactions': 831, 'total_amount': 27073310.650451545, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3397062.6129968357}",False
TX_78db8f19,CUST_47275,374886538173303,2024-10-11 12:42:24.971352+00:00,Restaurant,casual,Applebee's,19016.08,JPY,Japan,Unknown City,medium,Basic Credit,False,Edge,web,8eb0cfa9c9759c1b50f4dfc2e1bda022,207.71.58.119,0,False,12,False,"{'num_transactions': 347, 'total_amount': 19829304.011581678, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1747514.7614967828}",False
TX_f751ed3a,CUST_13488,5382598082699992,2024-10-26 01:35:24.001986+00:00,Entertainment,gaming,Xbox Live,426.83,SGD,Singapore,Unknown City,medium,Premium Debit,False,iOS App,mobile,b45e237204645fb9d3aa170c237fc790,49.98.220.100,1,True,1,True,"{'num_transactions': 78, 'total_amount': 1300731.7900475727, 'unique_merchants': 54, 'unique_countries': 12, 'max_single_amount': 893926.281844274}",False
TX_ed916459,CUST_40401,375722356725990,2024-10-04 08:54:30.861534+00:00,Entertainment,streaming,Netflix,63.36,EUR,Germany,Unknown City,medium,Basic Debit,False,iOS App,mobile,83f801553f99c60f052218b7123bde1c,209.198.6.91,0,True,8,False,"{'num_transactions': 1355, 'total_amount': 31632077.638020795, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1932539.6677563274}",False
TX_6342be25,CUST_36264,5445183421197803,2024-10-10 13:14:30.519418+00:00,Entertainment,events,Ticketmaster,6984.16,BRL,Brazil,Unknown City,medium,Basic Debit,False,Edge,web,48c81f9074d7bf1307d14d7f7d9a594a,223.186.175.208,1,True,13,False,"{'num_transactions': 329, 'total_amount': 11002795.939208759, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1870982.7393682827}",True
TX_952638ac,CUST_82156,379299615746303,2024-10-22 14:10:15.008729+00:00,Education,online,MasterClass,246.15,EUR,France,Unknown City,medium,Basic Credit,False,Edge,web,9974ef04761f026de2addc37aa154fa0,191.109.33.190,0,False,14,False,"{'num_transactions': 78, 'total_amount': 2117673.3340921467, 'unique_merchants': 58, 'unique_countries': 9, 'max_single_amount': 711465.316056834}",False
TX_058fadf1,CUST_40660,6967503504177800,2024-10-03 22:17:50.272558+00:00,Entertainment,streaming,Disney+,104123.03,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Edge,web,9083220ef81455366b015b43c386c144,39.95.35.88,0,True,22,False,"{'num_transactions': 726, 'total_amount': 105011333.74937977, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3533917.9169578217}",False
TX_6cb82de6,CUST_31372,4008298523913907,2024-10-14 14:04:53.599444+00:00,Healthcare,medical,Local Hospital,14372.88,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,b4b45194de943f0b1181d965bcb111a7,207.26.176.196,0,False,14,False,"{'num_transactions': 788, 'total_amount': 34969167.501175694, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4802943.324820419}",False
TX_6058d14a,CUST_65063,375958857338699,2024-10-23 16:52:56.967637+00:00,Gas,major,Exxon,71501.37,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Chrome,web,105babfcbe284eedaf1c97bfa69a7651,250.34.107.20,1,False,16,False,"{'num_transactions': 167, 'total_amount': 3608126.544027122, 'unique_merchants': 82, 'unique_countries': 11, 'max_single_amount': 1893925.4841441766}",False
TX_55a21a9d,CUST_36853,6866422718001007,2024-10-03 19:02:37.689836+00:00,Healthcare,pharmacy,CVS Pharmacy,32035.97,JPY,Japan,Unknown City,medium,Gold Credit,False,Android App,mobile,648e8f6ac4b61c7ac64d1bf2deda706f,190.80.42.203,0,False,19,False,"{'num_transactions': 1119, 'total_amount': 62960872.639766894, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4915553.387213495}",False
TX_7760b1c4,CUST_75544,5126712718061599,2024-10-11 07:29:42.197022+00:00,Healthcare,pharmacy,Rite Aid,1679.81,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,d1b5d3e0b34d064d183bc8cc2a0bb59a,232.8.89.211,0,False,7,False,"{'num_transactions': 683, 'total_amount': 11765063.370095687, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2814209.7779980167}",True
TX_f9c4778d,CUST_70473,372466240238751,2024-10-26 05:48:03.089318+00:00,Restaurant,fast_food,Wendy's,742.13,CAD,Canada,Unknown City,medium,Platinum Credit,False,Firefox,web,4f837c6f5461e0a5580301f719df82b4,8.71.116.222,0,False,5,True,"{'num_transactions': 6, 'total_amount': 6276.522614043284, 'unique_merchants': 6, 'unique_countries': 3, 'max_single_amount': 1428.8569923572118}",False
TX_d0160cf5,CUST_29799,378256992384596,2024-10-28 01:18:59.994663+00:00,Travel,hotels,Holiday Inn,1323.54,BRL,Brazil,Unknown City,medium,Premium Debit,False,Android App,mobile,a39603bc725e5a3225f8432188d7430b,191.201.240.88,0,True,1,False,"{'num_transactions': 10, 'total_amount': 89331.13842324135, 'unique_merchants': 10, 'unique_countries': 3, 'max_single_amount': 73915.93390367528}",False
TX_45bb95f7,CUST_18108,5958583690968082,2024-10-15 12:14:41.884804+00:00,Travel,booking,Hotels.com,629769.02,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Safari,web,77bbaa140feead02f490bff97c8c6fb9,233.204.168.158,0,True,12,False,"{'num_transactions': 273, 'total_amount': 40342928.88982165, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 1165109.7611519261}",False
TX_8c817fa1,CUST_58068,6037362911535514,2024-10-10 05:00:18.306735+00:00,Restaurant,fast_food,Burger King,512.51,BRL,Brazil,Unknown City,medium,Gold Credit,False,Firefox,web,f41e6c0ed304d68b477297b5352631ed,10.172.68.38,0,False,5,False,"{'num_transactions': 994, 'total_amount': 34850549.916454755, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3785621.1308819167}",False
TX_652bf3dd,CUST_73905,6274687122991409,2024-10-17 23:08:28.011168+00:00,Healthcare,pharmacy,DuaneReade,880.22,EUR,France,Unknown City,medium,Platinum Credit,False,Chrome,web,eb1e7694623fa2fbe9c6630ab0056649,236.101.145.248,1,False,23,False,"{'num_transactions': 677, 'total_amount': 21850890.406105567, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2456525.781867146}",False
TX_3ebdc5ba,CUST_67393,379875255659078,2024-10-27 05:00:20.208907+00:00,Retail,physical,IKEA,64013.55,RUB,Russia,Unknown City,medium,Premium Debit,False,iOS App,mobile,0989cec9fbaab292c60474abf95a4fc5,48.185.184.232,1,False,5,True,"{'num_transactions': 81, 'total_amount': 14415567.766719718, 'unique_merchants': 52, 'unique_countries': 8, 'max_single_amount': 1182355.2492301136}",True
TX_40182729,CUST_48722,377428414166940,2024-10-09 23:19:27.203330+00:00,Grocery,physical,Kroger,113190.77,RUB,Russia,Unknown City,medium,Basic Credit,False,iOS App,mobile,20c465306e4ee7237831d132bf25ee77,47.199.154.51,1,False,23,False,"{'num_transactions': 638, 'total_amount': 14801250.170734229, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 1879442.8057792701}",True
TX_497aa386,CUST_92780,4967269054017896,2024-10-26 17:46:43.829269+00:00,Grocery,online,FreshDirect,294.77,EUR,Germany,Unknown City,medium,Basic Credit,False,Chrome,web,fdeb44aae06fe8146955aab7852abc7c,130.138.71.132,0,False,17,True,"{'num_transactions': 34, 'total_amount': 61668.502768257895, 'unique_merchants': 32, 'unique_countries': 7, 'max_single_amount': 21006.161486241454}",False
TX_ab2c1e63,CUST_60789,6957458879765188,2024-10-29 19:46:12.529746+00:00,Grocery,online,Walmart Grocery,2278.45,MXN,Mexico,Unknown City,medium,Basic Debit,False,Safari,web,4c9ec2efb21c24d6eb10388f456d8061,49.178.113.212,0,False,19,False,"{'num_transactions': 6, 'total_amount': 40876.69785625033, 'unique_merchants': 6, 'unique_countries': 2, 'max_single_amount': 10326.71058236585}",False
TX_d0a5d717,CUST_64365,5772255590362179,2024-10-08 18:51:43.372934+00:00,Travel,hotels,Hilton,4242.81,EUR,France,Unknown City,medium,Platinum Credit,True,NFC Payment,pos,f5929efe621ae1f5cc1529b857e05666,110.27.247.25,1,True,18,False,"{'num_transactions': 54, 'total_amount': 1309275.3125969458, 'unique_merchants': 37, 'unique_countries': 10, 'max_single_amount': 273754.531804998}",True
TX_31d970e9,CUST_37829,374842287538394,2024-10-28 19:56:39.067490+00:00,Grocery,online,FreshDirect,79.25,AUD,Australia,Unknown City,medium,Basic Debit,False,Android App,mobile,12705a5713248052ef4e155db8f55d30,24.94.159.132,1,False,19,False,"{'num_transactions': 120, 'total_amount': 1513515.1825480598, 'unique_merchants': 63, 'unique_countries': 10, 'max_single_amount': 917908.718167821}",False
TX_d1f55ef7,CUST_82939,5605335276556758,2024-10-08 15:23:54.634631+00:00,Restaurant,premium,Capital Grille,196.74,CAD,Canada,Unknown City,medium,Basic Debit,False,Android App,mobile,e51427d6698ba94cbd3198dee71f44d0,62.43.17.239,1,False,15,False,"{'num_transactions': 345, 'total_amount': 11812385.090827918, 'unique_merchants': 97, 'unique_countries': 12, 'max_single_amount': 2439795.5787774688}",False
TX_e0f89db1,CUST_42426,4721840660756247,2024-10-06 14:22:01.876823+00:00,Restaurant,casual,Red Lobster,141779.6,JPY,Japan,Unknown City,medium,Platinum Credit,False,Edge,web,31b9d6499f9f89d879370db29122da18,127.127.224.197,0,False,14,True,"{'num_transactions': 546, 'total_amount': 66239734.17138459, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1611654.4654740924}",False
TX_2ec80b8f,CUST_24493,375720240208850,2024-10-06 21:37:58.543690+00:00,Healthcare,pharmacy,CVS Pharmacy,40955.16,JPY,Japan,Unknown City,medium,Premium Debit,False,Chrome,web,4734bd5878ad6c7d361607af929527c0,30.43.90.80,0,False,21,True,"{'num_transactions': 698, 'total_amount': 44669922.85241641, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3786412.1691730656}",False
TX_46c2665a,CUST_29919,4331018999354271,2024-10-01 13:58:44.849183+00:00,Healthcare,pharmacy,Rite Aid,1886.77,BRL,Brazil,Unknown City,medium,Basic Credit,False,Android App,mobile,c45b17702c7c240a18ed874e73eb0cd0,85.26.20.126,0,False,13,False,"{'num_transactions': 338, 'total_amount': 7534524.068997927, 'unique_merchants': 96, 'unique_countries': 12, 'max_single_amount': 1966638.5689032301}",False
TX_b1de0e33,CUST_19751,5289713158615822,2024-10-07 04:07:17.552957+00:00,Grocery,physical,Aldi,20309.88,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,03fec39d4f74dc8fc47dddd8919c0a04,103.170.235.44,1,False,4,False,"{'num_transactions': 1388, 'total_amount': 352833880.2455365, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 6163350.524216445}",True
TX_663d3319,CUST_28534,5098031241887949,2024-10-30 02:20:21.866107+00:00,Retail,physical,IKEA,5012.21,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Android App,mobile,c8d34625f5a3450cc800012549972aa4,25.224.19.200,1,False,2,False,"{'num_transactions': 14, 'total_amount': 867488.8686156047, 'unique_merchants': 12, 'unique_countries': 7, 'max_single_amount': 751377.3012372532}",False
TX_37216ad6,CUST_61001,6822603432481368,2024-10-20 14:09:11.676893+00:00,Gas,local,Truck Stop,297.15,EUR,Germany,Unknown City,medium,Basic Credit,False,Edge,web,c59de5e6184fd96b592edbcfa8fa0bc8,52.155.29.109,0,False,14,True,"{'num_transactions': 249, 'total_amount': 3907523.8780547404, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 1509681.2785845206}",False
TX_a45a4084,CUST_40632,375591577225365,2024-10-30 12:47:28.215642+00:00,Restaurant,casual,Chili's,136.78,AUD,Australia,Unknown City,medium,Basic Credit,False,Android App,mobile,ff25287456288d3b5e006e5535169a72,37.194.219.95,0,False,12,False,"{'num_transactions': 13, 'total_amount': 6222.322349969725, 'unique_merchants': 13, 'unique_countries': 3, 'max_single_amount': 832.7535212297134}",False
TX_a59721e7,CUST_23212,6872630087994402,2024-10-14 05:57:47.631992+00:00,Healthcare,pharmacy,CVS Pharmacy,181862.66,RUB,Russia,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,829370df7c31464fabeba182c5039ee3,124.14.242.223,1,False,5,False,"{'num_transactions': 420, 'total_amount': 13645245.198389696, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 938443.5981445281}",True
TX_2e52ad5e,CUST_78062,5084189222519935,2024-10-13 12:25:30.618379+00:00,Grocery,physical,Safeway,72349.81,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Android App,mobile,09b317efd5fdb0b490624a845dd50f37,84.188.166.38,1,False,12,True,"{'num_transactions': 564, 'total_amount': 12787502.03594438, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 994238.0785694263}",False
TX_7d433c87,CUST_19630,371382238949930,2024-10-22 10:40:42.020328+00:00,Grocery,physical,Aldi,5791.54,MXN,Mexico,Unknown City,medium,Gold Credit,False,iOS App,mobile,08e8b5e31525d909b2342ed50bd2c177,75.144.187.199,0,False,10,False,"{'num_transactions': 90, 'total_amount': 1894617.1176140178, 'unique_merchants': 65, 'unique_countries': 8, 'max_single_amount': 437884.65650607523}",False
TX_7d39a3f5,CUST_58495,5085659843326489,2024-10-27 16:26:33.977706+00:00,Healthcare,pharmacy,DuaneReade,60751.46,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Edge,web,58b1453c9100df8a2c3458f9902979e9,165.184.132.45,0,False,16,True,"{'num_transactions': 53, 'total_amount': 3923195.8338920134, 'unique_merchants': 37, 'unique_countries': 11, 'max_single_amount': 505315.61706651974}",False
TX_b212c842,CUST_57309,4130389311094454,2024-10-29 22:02:10.652177+00:00,Healthcare,pharmacy,Walgreens,5766.15,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Android App,mobile,de026e27d30140da63be5865eef35b70,92.242.58.119,0,False,22,False,"{'num_transactions': 27, 'total_amount': 325299.83286166744, 'unique_merchants': 23, 'unique_countries': 9, 'max_single_amount': 145008.51614002945}",False
TX_0c99d778,CUST_61558,5766654126345112,2024-10-05 15:04:09.335704+00:00,Gas,major,BP,2095.07,AUD,Australia,Unknown City,medium,Platinum Credit,False,Chrome,web,24ddbf1fc3b43949e114d41d1c7e798d,81.217.100.253,0,False,15,True,"{'num_transactions': 456, 'total_amount': 14023685.20949006, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1367364.987782172}",False
TX_c719d153,CUST_13575,4193323812059348,2024-10-06 08:21:52.572580+00:00,Healthcare,medical,Urgent Care,93993.28,JPY,Japan,Unknown City,medium,Platinum Credit,False,Android App,mobile,122cd5c619e8231bea9c4250ac4af870,192.244.249.147,1,False,8,True,"{'num_transactions': 131, 'total_amount': 4817449.67522623, 'unique_merchants': 77, 'unique_countries': 11, 'max_single_amount': 922981.955093314}",False
TX_28183195,CUST_27926,6038034074804644,2024-10-07 03:39:38.121581+00:00,Grocery,physical,Safeway,218.68,GBP,UK,Unknown City,medium,Basic Credit,False,Safari,web,393efab31799ce5319797f5741345e82,142.58.112.192,0,False,3,False,"{'num_transactions': 1466, 'total_amount': 40056315.10153365, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3443866.4452146622}",False
TX_68e16e6b,CUST_42416,5027553399829940,2024-10-26 18:51:14.520953+00:00,Gas,major,Mobil,527.24,AUD,Australia,Unknown City,medium,Basic Credit,False,iOS App,mobile,997f5b05a2a64061109224da7c8ea799,211.126.132.4,0,False,18,True,"{'num_transactions': 157, 'total_amount': 2282166.1449503307, 'unique_merchants': 75, 'unique_countries': 12, 'max_single_amount': 395988.61497111886}",False
TX_fd7d0484,CUST_20674,5382171730989544,2024-10-09 20:11:29.960157+00:00,Retail,online,Wayfair,61495.86,RUB,Russia,Unknown City,medium,Basic Credit,False,Firefox,web,5c51f53f45bef2d11d300275df0872aa,96.174.11.11,0,False,20,False,"{'num_transactions': 328, 'total_amount': 10283270.240546849, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 1231753.3422826943}",False
TX_c0cd9f1e,CUST_19830,6421103559898267,2024-10-11 12:10:30.398856+00:00,Retail,physical,Target,306624.16,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Firefox,web,0abe9f62b6c021cac21d484790ea3534,245.107.137.242,0,False,12,False,"{'num_transactions': 772, 'total_amount': 219872293.4485316, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4133579.809985097}",False
TX_dcb97d06,CUST_32023,4458921086364409,2024-10-05 17:58:16.888815+00:00,Gas,local,Truck Stop,43330.09,JPY,Japan,Unknown City,medium,Basic Credit,False,Safari,web,691f4cd52c78256b91ec71bd8f785898,147.235.168.233,1,False,17,True,"{'num_transactions': 1224, 'total_amount': 47352446.89370699, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1647754.0043314474}",False
TX_8135071f,CUST_65633,6261698036574343,2024-10-23 09:30:44.368419+00:00,Entertainment,events,LiveNation,431.62,EUR,France,Unknown City,medium,Gold Credit,False,Edge,web,2cdadf81393c202440d89c3d6ad97022,98.48.19.209,1,True,9,False,"{'num_transactions': 26, 'total_amount': 472332.0750251167, 'unique_merchants': 24, 'unique_countries': 8, 'max_single_amount': 167489.8149254096}",False
TX_56e239d7,CUST_37558,375351090429519,2024-10-07 11:37:37.707097+00:00,Travel,hotels,Holiday Inn,1692007.45,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,c8bcd3a71b8942e5fc489508db1885c4,172.144.103.139,0,True,11,False,"{'num_transactions': 415, 'total_amount': 59762956.20070111, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1692007.4501077984}",True
TX_0335f746,CUST_13347,378941587031898,2024-10-15 19:56:26.538613+00:00,Grocery,online,Instacart,329.69,USD,USA,Phoenix,medium,Premium Debit,False,iOS App,mobile,3c4e14af7d1f94c6a49aea26b4f51eb3,39.241.32.240,0,False,19,False,"{'num_transactions': 28, 'total_amount': 48367.42753186053, 'unique_merchants': 22, 'unique_countries': 4, 'max_single_amount': 35677.79343384771}",False
TX_639fc90d,CUST_91736,5912342650997861,2024-10-20 09:09:10.762333+00:00,Gas,local,Truck Stop,2406.74,BRL,Brazil,Unknown City,medium,Premium Debit,False,Safari,web,cc3d241c9eb89c2d3ff3556a121cd886,45.62.244.121,0,False,9,True,"{'num_transactions': 122, 'total_amount': 3636533.632231483, 'unique_merchants': 71, 'unique_countries': 9, 'max_single_amount': 747856.2437955759}",False
TX_10a8e286,CUST_86865,6822629240918275,2024-10-10 13:32:07.680831+00:00,Restaurant,casual,Chili's,29810.16,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Chrome,web,d25c271fe8d4a1f08867881d8ffdd4e8,54.69.14.146,0,False,13,False,"{'num_transactions': 67, 'total_amount': 7070770.281443524, 'unique_merchants': 51, 'unique_countries': 7, 'max_single_amount': 765206.3573937222}",False
TX_2eb1eda3,CUST_81680,5105043633551604,2024-10-27 10:27:37.255654+00:00,Entertainment,streaming,Spotify,321471.92,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Safari,web,4f566bb33ecc7226a380ba4d64968b80,219.117.220.145,0,True,10,True,"{'num_transactions': 109, 'total_amount': 55086255.359194055, 'unique_merchants': 69, 'unique_countries': 7, 'max_single_amount': 4777413.030802851}",False
TX_f3925fcb,CUST_71640,6542927077451629,2024-10-25 15:47:56.053883+00:00,Grocery,online,Amazon Fresh,358.09,EUR,France,Unknown City,medium,Premium Debit,False,Firefox,web,90369b39fe5304ed2abd1b5b712497ba,141.62.28.222,0,False,15,False,"{'num_transactions': 20, 'total_amount': 17083.875852798443, 'unique_merchants': 19, 'unique_countries': 5, 'max_single_amount': 9303.566458630117}",False
TX_c8ae11c9,CUST_50939,377690430313919,2024-10-22 16:43:08.994905+00:00,Entertainment,gaming,Nintendo eShop,205.39,EUR,Germany,Unknown City,medium,Premium Debit,False,Edge,web,f4843723c739572ef8aeb989b87c581a,203.157.90.79,0,True,16,False,"{'num_transactions': 255, 'total_amount': 7819533.245369742, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 990244.0525535735}",False
TX_6159b6a2,CUST_98387,6100209327744051,2024-10-10 23:12:00.708230+00:00,Entertainment,streaming,Spotify,82.87,CAD,Canada,Unknown City,medium,Basic Credit,False,Safari,web,648a1fad0f5a94ba226edc4f089ec843,4.206.93.17,0,True,23,False,"{'num_transactions': 376, 'total_amount': 8665855.57229774, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1331258.4361192884}",False
TX_b63fc6f1,CUST_65648,372684061588274,2024-10-18 20:52:59.019791+00:00,Gas,local,Local Gas Station,150327.58,RUB,Russia,Unknown City,medium,Platinum Credit,False,Android App,mobile,c594627d1d0d5421488447871e835542,90.235.82.24,0,False,20,False,"{'num_transactions': 72, 'total_amount': 9742202.956506664, 'unique_merchants': 47, 'unique_countries': 9, 'max_single_amount': 1055028.1404731139}",False
TX_dc53a22c,CUST_75607,6100459863286864,2024-10-08 15:50:52.534326+00:00,Travel,hotels,Sheraton,295199.26,RUB,Russia,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,da0dea219279d3fbc2175e35af529053,127.121.128.233,1,True,15,False,"{'num_transactions': 746, 'total_amount': 18438961.156209663, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1339598.9990190377}",True
TX_6d05c502,CUST_97377,5929934496890077,2024-10-21 05:52:37.611142+00:00,Travel,airlines,Delta,159204.73,RUB,Russia,Unknown City,medium,Premium Debit,False,Edge,web,de66ce6d4033e71c46fb3f4ff08caad5,93.46.189.204,1,True,5,False,"{'num_transactions': 270, 'total_amount': 7696529.7020732425, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 991206.9008749141}",True
TX_8ce7b6ff,CUST_61640,6767413299168497,2024-10-26 19:13:57.414540+00:00,Education,supplies,Barnes & Noble,2767.35,BRL,Brazil,Unknown City,medium,Gold Credit,False,Firefox,web,ffd9a6f174ae1ce75d3181a47eb194e0,155.212.171.20,0,False,19,True,"{'num_transactions': 93, 'total_amount': 1522127.326092684, 'unique_merchants': 60, 'unique_countries': 9, 'max_single_amount': 753012.5118346091}",False
